code,name,schedule,status,title,url,query,excerpt
469150,ACE AI반도체TOP3+,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE AI반도체TOP3+"" 투자설명서 PDF 기초지수",timed out
0177X0,ACE K휴머노이드로봇산업TOP2+,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE K휴머노이드로봇산업TOP2+"" 기초지수 리밸런싱 정기변경",timed out
0177X0,ACE K휴머노이드로봇산업TOP2+,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE K휴머노이드로봇산업TOP2+"" 기초지수 방법론 구성종목",timed out
0177X0,ACE K휴머노이드로봇산업TOP2+,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE K휴머노이드로봇산업TOP2+"" 투자설명서 PDF 기초지수",timed out
380340,ACE 코리아AI테크핵심산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE 코리아AI테크핵심산업"" 기초지수 리밸런싱 정기변경",timed out
380340,ACE 코리아AI테크핵심산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE 코리아AI테크핵심산업"" 기초지수 방법론 구성종목",timed out
380340,ACE 코리아AI테크핵심산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""ACE 코리아AI테크핵심산업"" 투자설명서 PDF 기초지수",timed out
466810,BNK 2차전지양극재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 2차전지양극재"" 기초지수 리밸런싱 정기변경",timed out
466810,BNK 2차전지양극재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 2차전지양극재"" 기초지수 방법론 구성종목",timed out
466810,BNK 2차전지양극재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 2차전지양극재"" 투자설명서 PDF 기초지수",timed out
487750,BNK 온디바이스AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 온디바이스AI"" 기초지수 리밸런싱 정기변경",timed out
487750,BNK 온디바이스AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 온디바이스AI"" 기초지수 방법론 구성종목",timed out
487750,BNK 온디바이스AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""BNK 온디바이스AI"" 투자설명서 PDF 기초지수",timed out
486240,DAISHIN343 AI반도체&인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 AI반도체&인프라액티브"" 기초지수 리밸런싱 정기변경",timed out
486240,DAISHIN343 AI반도체&인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 AI반도체&인프라액티브"" 기초지수 방법론 구성종목",timed out
486240,DAISHIN343 AI반도체&인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 AI반도체&인프라액티브"" 투자설명서 PDF 기초지수",timed out
0189Z0,DAISHIN343 금융&지주고배당,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 금융&지주고배당"" 기초지수 리밸런싱 정기변경",timed out
0189Z0,DAISHIN343 금융&지주고배당,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 금융&지주고배당"" 기초지수 방법론 구성종목",timed out
0189Z0,DAISHIN343 금융&지주고배당,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""DAISHIN343 금융&지주고배당"" 투자설명서 PDF 기초지수",timed out
395290,HANARO Fn K-POP&미디어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-POP&미디어"" 기초지수 리밸런싱 정기변경",timed out
395290,HANARO Fn K-POP&미디어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-POP&미디어"" 기초지수 방법론 구성종목",timed out
395290,HANARO Fn K-POP&미디어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-POP&미디어"" 투자설명서 PDF 기초지수",timed out
395280,HANARO Fn K-게임,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-게임"" 기초지수 리밸런싱 정기변경",timed out
395280,HANARO Fn K-게임,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-게임"" 기초지수 방법론 구성종목",timed out
395280,HANARO Fn K-게임,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-게임"" 투자설명서 PDF 기초지수",timed out
395270,HANARO Fn K-반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-반도체"" 기초지수 리밸런싱 정기변경",timed out
395270,HANARO Fn K-반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-반도체"" 기초지수 방법론 구성종목",timed out
395270,HANARO Fn K-반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn K-반도체"" 투자설명서 PDF 기초지수",timed out
441540,HANARO Fn조선해운,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn조선해운"" 기초지수 리밸런싱 정기변경",timed out
441540,HANARO Fn조선해운,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn조선해운"" 기초지수 방법론 구성종목",timed out
441540,HANARO Fn조선해운,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn조선해운"" 투자설명서 PDF 기초지수",timed out
381570,HANARO Fn친환경에너지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn친환경에너지"" 기초지수 리밸런싱 정기변경",timed out
381570,HANARO Fn친환경에너지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn친환경에너지"" 기초지수 방법론 구성종목",timed out
381570,HANARO Fn친환경에너지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO Fn친환경에너지"" 투자설명서 PDF 기초지수",timed out
498050,HANARO 바이오코리아액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 바이오코리아액티브"" 기초지수 리밸런싱 정기변경",timed out
498050,HANARO 바이오코리아액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 바이오코리아액티브"" 기초지수 방법론 구성종목",timed out
498050,HANARO 바이오코리아액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 바이오코리아액티브"" 투자설명서 PDF 기초지수",timed out
476260,HANARO 반도체핵심공정주도주,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 반도체핵심공정주도주"" 기초지수 리밸런싱 정기변경",timed out
476260,HANARO 반도체핵심공정주도주,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 반도체핵심공정주도주"" 기초지수 방법론 구성종목",timed out
476260,HANARO 반도체핵심공정주도주,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 반도체핵심공정주도주"" 투자설명서 PDF 기초지수",timed out
0111J0,HANARO 증권고배당TOP3플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 증권고배당TOP3플러스"" 기초지수 리밸런싱 정기변경",timed out
0111J0,HANARO 증권고배당TOP3플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 증권고배당TOP3플러스"" 기초지수 방법론 구성종목",timed out
0111J0,HANARO 증권고배당TOP3플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""HANARO 증권고배당TOP3플러스"" 투자설명서 PDF 기초지수",timed out
0005G0,IBK K-AI반도체코어테크,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""IBK K-AI반도체코어테크"" 기초지수 리밸런싱 정기변경",timed out
0005G0,IBK K-AI반도체코어테크,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""IBK K-AI반도체코어테크"" 기초지수 방법론 구성종목",timed out
0005G0,IBK K-AI반도체코어테크,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""IBK K-AI반도체코어테크"" 투자설명서 PDF 기초지수",timed out
483020,KIWOOM 의료AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KIWOOM 의료AI"" 기초지수 리밸런싱 정기변경",timed out
483020,KIWOOM 의료AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KIWOOM 의료AI"" 기초지수 방법론 구성종목",timed out
483020,KIWOOM 의료AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KIWOOM 의료AI"" 투자설명서 PDF 기초지수",timed out
363580,KODEX 200IT TR,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 200IT TR"" 기초지수 리밸런싱 정기변경",timed out
363580,KODEX 200IT TR,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 200IT TR"" 기초지수 방법론 구성종목",timed out
363580,KODEX 200IT TR,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 200IT TR"" 투자설명서 PDF 기초지수",timed out
305720,KODEX 2차전지산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업"" 기초지수 리밸런싱 정기변경",timed out
305720,KODEX 2차전지산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업"" 기초지수 방법론 구성종목",timed out
305720,KODEX 2차전지산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업"" 투자설명서 PDF 기초지수",timed out
462330,KODEX 2차전지산업레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업레버리지"" 기초지수 리밸런싱 정기변경",timed out
462330,KODEX 2차전지산업레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업레버리지"" 기초지수 방법론 구성종목",timed out
462330,KODEX 2차전지산업레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지산업레버리지"" 투자설명서 PDF 기초지수",timed out
461950,KODEX 2차전지핵심소재10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지핵심소재10"" 기초지수 리밸런싱 정기변경",timed out
461950,KODEX 2차전지핵심소재10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지핵심소재10"" 기초지수 방법론 구성종목",timed out
461950,KODEX 2차전지핵심소재10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 2차전지핵심소재10"" 투자설명서 PDF 기초지수",timed out
395160,KODEX AI반도체TOP2플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체TOP2플러스"" 기초지수 리밸런싱 정기변경",timed out
395160,KODEX AI반도체TOP2플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체TOP2플러스"" 기초지수 방법론 구성종목",timed out
395160,KODEX AI반도체TOP2플러스,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체TOP2플러스"" 투자설명서 PDF 기초지수",timed out
471990,KODEX AI반도체핵심장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체핵심장비"" 기초지수 리밸런싱 정기변경",timed out
471990,KODEX AI반도체핵심장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체핵심장비"" 기초지수 방법론 구성종목",timed out
471990,KODEX AI반도체핵심장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI반도체핵심장비"" 투자설명서 PDF 기초지수",timed out
487240,KODEX AI전력핵심설비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI전력핵심설비"" 기초지수 리밸런싱 정기변경",timed out
487240,KODEX AI전력핵심설비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI전력핵심설비"" 기초지수 방법론 구성종목",timed out
487240,KODEX AI전력핵심설비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX AI전력핵심설비"" 투자설명서 PDF 기초지수",timed out
266370,KODEX IT,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX IT"" 기초지수 리밸런싱 정기변경",timed out
266370,KODEX IT,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX IT"" 기초지수 방법론 구성종목",timed out
266370,KODEX IT,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX IT"" 투자설명서 PDF 기초지수",timed out
117700,KODEX 건설,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 건설"" 기초지수 리밸런싱 정기변경",timed out
117700,KODEX 건설,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 건설"" 기초지수 방법론 구성종목",timed out
117700,KODEX 건설,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 건설"" 투자설명서 PDF 기초지수",timed out
300950,KODEX 게임산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 게임산업"" 기초지수 리밸런싱 정기변경",timed out
300950,KODEX 게임산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 게임산업"" 기초지수 방법론 구성종목",timed out
300950,KODEX 게임산업,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 게임산업"" 투자설명서 PDF 기초지수",timed out
266390,KODEX 경기소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 경기소비재"" 기초지수 리밸런싱 정기변경",timed out
266390,KODEX 경기소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 경기소비재"" 기초지수 방법론 구성종목",timed out
266390,KODEX 경기소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 경기소비재"" 투자설명서 PDF 기초지수",timed out
0089D0,KODEX 금융고배당TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10"" 기초지수 리밸런싱 정기변경",timed out
0089D0,KODEX 금융고배당TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10"" 기초지수 방법론 구성종목",timed out
0089D0,KODEX 금융고배당TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10"" 투자설명서 PDF 기초지수",timed out
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10타겟위클리커버드콜"" 기초지수 리밸런싱 정기변경",timed out
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10타겟위클리커버드콜"" 기초지수 방법론 구성종목",timed out
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 금융고배당TOP10타겟위클리커버드콜"" 투자설명서 PDF 기초지수",timed out
102960,KODEX 기계장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 기계장비"" 기초지수 리밸런싱 정기변경",timed out
102960,KODEX 기계장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 기계장비"" 기초지수 방법론 구성종목",timed out
102960,KODEX 기계장비,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 기계장비"" 투자설명서 PDF 기초지수",timed out
445290,KODEX 로봇액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 로봇액티브"" 기초지수 리밸런싱 정기변경",timed out
445290,KODEX 로봇액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 로봇액티브"" 기초지수 방법론 구성종목",timed out
445290,KODEX 로봇액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 로봇액티브"" 투자설명서 PDF 기초지수",timed out
244580,KODEX 바이오,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 바이오"" 기초지수 리밸런싱 정기변경",timed out
244580,KODEX 바이오,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 바이오"" 기초지수 방법론 구성종목",timed out
244580,KODEX 바이오,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 바이오"" 투자설명서 PDF 기초지수",timed out
091160,KODEX 반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체"" 기초지수 리밸런싱 정기변경",timed out
091160,KODEX 반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체"" 기초지수 방법론 구성종목",timed out
091160,KODEX 반도체,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체"" 투자설명서 PDF 기초지수",timed out
494310,KODEX 반도체레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체레버리지"" 기초지수 리밸런싱 정기변경",timed out
494310,KODEX 반도체레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체레버리지"" 기초지수 방법론 구성종목",timed out
494310,KODEX 반도체레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체레버리지"" 투자설명서 PDF 기초지수",timed out
0190G0,KODEX 반도체타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체타겟위클리커버드콜"" 기초지수 리밸런싱 정기변경",timed out
0190G0,KODEX 반도체타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체타겟위클리커버드콜"" 기초지수 방법론 구성종목",timed out
0190G0,KODEX 반도체타겟위클리커버드콜,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 반도체타겟위클리커버드콜"" 투자설명서 PDF 기초지수",timed out
0080G0,KODEX 방산TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10"" 기초지수 리밸런싱 정기변경",timed out
0080G0,KODEX 방산TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10"" 기초지수 방법론 구성종목",timed out
0080G0,KODEX 방산TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10"" 투자설명서 PDF 기초지수",timed out
0100K0,KODEX 방산TOP10레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10레버리지"" 기초지수 리밸런싱 정기변경",timed out
0100K0,KODEX 방산TOP10레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10레버리지"" 기초지수 방법론 구성종목",timed out
0100K0,KODEX 방산TOP10레버리지,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 방산TOP10레버리지"" 투자설명서 PDF 기초지수",timed out
140700,KODEX 보험,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 보험"" 기초지수 리밸런싱 정기변경",timed out
140700,KODEX 보험,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 보험"" 기초지수 방법론 구성종목",timed out
140700,KODEX 보험,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 보험"" 투자설명서 PDF 기초지수",timed out
385510,KODEX 신재생에너지액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 신재생에너지액티브"" 기초지수 리밸런싱 정기변경",timed out
385510,KODEX 신재생에너지액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 신재생에너지액티브"" 기초지수 방법론 구성종목",timed out
385510,KODEX 신재생에너지액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 신재생에너지액티브"" 투자설명서 PDF 기초지수",timed out
117460,KODEX 에너지화학,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 에너지화학"" 기초지수 리밸런싱 정기변경",timed out
117460,KODEX 에너지화학,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 에너지화학"" 기초지수 방법론 구성종목",timed out
117460,KODEX 에너지화학,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 에너지화학"" 투자설명서 PDF 기초지수",timed out
140710,KODEX 운송,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 운송"" 기초지수 리밸런싱 정기변경",timed out
140710,KODEX 운송,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 운송"" 기초지수 방법론 구성종목",timed out
140710,KODEX 운송,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 운송"" 투자설명서 PDF 기초지수",timed out
091170,KODEX 은행,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 은행"" 기초지수 리밸런싱 정기변경",timed out
091170,KODEX 은행,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 은행"" 기초지수 방법론 구성종목",timed out
091170,KODEX 은행,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 은행"" 투자설명서 PDF 기초지수",timed out
091180,KODEX 자동차,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 자동차"" 기초지수 리밸런싱 정기변경",timed out
091180,KODEX 자동차,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 자동차"" 기초지수 방법론 구성종목",timed out
091180,KODEX 자동차,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 자동차"" 투자설명서 PDF 기초지수",timed out
0115D0,KODEX 조선TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 조선TOP10"" 기초지수 리밸런싱 정기변경",timed out
0115D0,KODEX 조선TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 조선TOP10"" 기초지수 방법론 구성종목",timed out
0115D0,KODEX 조선TOP10,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 조선TOP10"" 투자설명서 PDF 기초지수",timed out
102970,KODEX 증권,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 증권"" 기초지수 리밸런싱 정기변경",timed out
102970,KODEX 증권,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 증권"" 기초지수 방법론 구성종목",timed out
102970,KODEX 증권,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 증권"" 투자설명서 PDF 기초지수",timed out
117680,KODEX 철강,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 철강"" 기초지수 리밸런싱 정기변경",timed out
117680,KODEX 철강,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 철강"" 기초지수 방법론 구성종목",timed out
117680,KODEX 철강,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 철강"" 투자설명서 PDF 기초지수",timed out
445150,KODEX 친환경조선해운액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 친환경조선해운액티브"" 기초지수 리밸런싱 정기변경",timed out
445150,KODEX 친환경조선해운액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 친환경조선해운액티브"" 기초지수 방법론 구성종목",timed out
445150,KODEX 친환경조선해운액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 친환경조선해운액티브"" 투자설명서 PDF 기초지수",timed out
0115E0,KODEX 코리아소버린AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 코리아소버린AI"" 기초지수 리밸런싱 정기변경",timed out
0115E0,KODEX 코리아소버린AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 코리아소버린AI"" 기초지수 방법론 구성종목",timed out
0115E0,KODEX 코리아소버린AI,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 코리아소버린AI"" 투자설명서 PDF 기초지수",timed out
266410,KODEX 필수소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 필수소비재"" 기초지수 리밸런싱 정기변경",timed out
266410,KODEX 필수소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 필수소비재"" 기초지수 방법론 구성종목",timed out
266410,KODEX 필수소비재,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 필수소비재"" 투자설명서 PDF 기초지수",timed out
266420,KODEX 헬스케어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 헬스케어"" 기초지수 리밸런싱 정기변경",timed out
266420,KODEX 헬스케어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 헬스케어"" 기초지수 방법론 구성종목",timed out
266420,KODEX 헬스케어,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KODEX 헬스케어"" 투자설명서 PDF 기초지수",timed out
487130,KoAct AI인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct AI인프라액티브"" 기초지수 리밸런싱 정기변경",timed out
487130,KoAct AI인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct AI인프라액티브"" 기초지수 방법론 구성종목",timed out
487130,KoAct AI인프라액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct AI인프라액티브"" 투자설명서 PDF 기초지수",timed out
462900,KoAct 바이오헬스케어액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct 바이오헬스케어액티브"" 기초지수 리밸런싱 정기변경",timed out
462900,KoAct 바이오헬스케어액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct 바이오헬스케어액티브"" 기초지수 방법론 구성종목",timed out
462900,KoAct 바이오헬스케어액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct 바이오헬스케어액티브"" 투자설명서 PDF 기초지수",timed out
482030,KoAct 반도체&2차전지핵심소재액티브,unknown,search_failed,search failed,https://html.duckduckgo.com/html/,"""KoAct 반도체&2차전지핵심소재액티브"" 기초지수 리밸런싱 정기변경",timed out
